LAMMPS (24 Mar 2022)
Reading data file ...
  orthogonal box = (0 0 0) to (17.90955 17.90955 17.90955)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  365 atoms
  read_data CPU = 0.030 seconds
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6.450959
  ghost atom cutoff = 6.450959
  binsize = 3.2254795, bins = 6 6 6
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair adp, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 6.776 | 6.776 | 6.776 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
       364   51.105602     -1172.3213      0             -1169.9168     -90318.167    
       365   51.274723     -1172.3293      0             -1169.9168     -90086.569    
       366   51.440657     -1172.3371      0             -1169.9168     -89853.431    
       367   51.60371      -1172.3448      0             -1169.9168     -89618.812    
       368   51.764143     -1172.3523      0             -1169.9168     -89382.773    
       369   51.922167     -1172.3598      0             -1169.9168     -89145.364    
       370   52.077948     -1172.3671      0             -1169.9168     -88906.642    
       371   52.231607     -1172.3743      0             -1169.9168     -88666.649    
       372   52.383219     -1172.3815      0             -1169.9168     -88425.436    
       373   52.532822     -1172.3885      0             -1169.9168     -88183.041    
       374   52.680413     -1172.3954      0             -1169.9168     -87939.503    
       375   52.825957     -1172.4023      0             -1169.9168     -87694.865    
       376   52.969385     -1172.409       0             -1169.9168     -87449.161    
       377   53.110605     -1172.4157      0             -1169.9168     -87202.427    
       378   53.2495       -1172.4222      0             -1169.9168     -86954.696    
       379   53.385936     -1172.4286      0             -1169.9168     -86705.993    
       380   53.519767     -1172.4349      0             -1169.9168     -86456.349    
       381   53.650836     -1172.4411      0             -1169.9168     -86205.785    
       382   53.778987     -1172.4471      0             -1169.9168     -85954.33     
       383   53.904062     -1172.453       0             -1169.9168     -85702.003    
       384   54.025909     -1172.4587      0             -1169.9168     -85448.831    
       385   54.14439      -1172.4643      0             -1169.9168     -85194.832    
       386   54.25938      -1172.4697      0             -1169.9168     -84940.028    
       387   54.370774     -1172.475       0             -1169.9168     -84684.435    
       388   54.478489     -1172.48        0             -1169.9168     -84428.071    
       389   54.582471     -1172.4849      0             -1169.9168     -84170.952    
       390   54.682694     -1172.4897      0             -1169.9168     -83913.101    
       391   54.779166     -1172.4942      0             -1169.9168     -83654.537    
       392   54.871929     -1172.4986      0             -1169.9168     -83395.272    
       393   54.961064     -1172.5027      0             -1169.9168     -83135.332    
       394   55.046688     -1172.5068      0             -1169.9168     -82874.725    
       395   55.128957     -1172.5106      0             -1169.9168     -82613.475    
       396   55.208068     -1172.5144      0             -1169.9168     -82351.6      
       397   55.284258     -1172.518       0             -1169.9168     -82089.113    
       398   55.357801     -1172.5214      0             -1169.9168     -81826.03     
       399   55.429008     -1172.5248      0             -1169.9168     -81562.377    
       400   55.498229     -1172.528       0             -1169.9168     -81298.167    
       401   55.565847     -1172.5312      0             -1169.9168     -81033.418    
       402   55.632275     -1172.5343      0             -1169.9168     -80768.148    
       403   55.697958     -1172.5374      0             -1169.9168     -80502.379    
       404   55.763365     -1172.5405      0             -1169.9168     -80236.125    
       405   55.828989     -1172.5436      0             -1169.9168     -79969.405    
       406   55.895342     -1172.5467      0             -1169.9168     -79702.232    
       407   55.96295      -1172.5499      0             -1169.9168     -79434.625    
       408   56.032353     -1172.5531      0             -1169.9168     -79166.597    
       409   56.104096     -1172.5565      0             -1169.9168     -78898.158    
       410   56.17873      -1172.56        0             -1169.9168     -78629.327    
       411   56.256803     -1172.5637      0             -1169.9168     -78360.116    
       412   56.338861     -1172.5676      0             -1169.9168     -78090.537    
       413   56.425442     -1172.5716      0             -1169.9168     -77820.598    
       414   56.517072     -1172.5759      0             -1169.9168     -77550.308    
       415   56.614262     -1172.5805      0             -1169.9168     -77279.672    
       416   56.717506     -1172.5854      0             -1169.9168     -77008.694    
       417   56.827277     -1172.5905      0             -1169.9168     -76737.383    
       418   56.944026     -1172.596       0             -1169.9168     -76465.747    
       419   57.06818      -1172.6019      0             -1169.9168     -76193.784    
       420   57.200137     -1172.6081      0             -1169.9168     -75921.493    
       421   57.34027      -1172.6147      0             -1169.9168     -75648.885    
       422   57.488921     -1172.6217      0             -1169.9168     -75375.948    
       423   57.646404     -1172.6291      0             -1169.9168     -75102.682    
       424   57.813003     -1172.6369      0             -1169.9168     -74829.089    
       425   57.988971     -1172.6452      0             -1169.9168     -74555.165    
       426   58.174535     -1172.6539      0             -1169.9168     -74280.908    
       427   58.369889     -1172.6631      0             -1169.9168     -74006.318    
       428   58.575201     -1172.6728      0             -1169.9168     -73731.389    
       429   58.790611     -1172.6829      0             -1169.9168     -73456.116    
       430   59.016233     -1172.6935      0             -1169.9168     -73180.498    
       431   59.252154     -1172.7046      0             -1169.9168     -72904.538    
       432   59.498438     -1172.7162      0             -1169.9168     -72628.231    
       433   59.755124     -1172.7283      0             -1169.9168     -72351.574    
       434   60.022229     -1172.7408      0             -1169.9168     -72074.564    
       435   60.299746     -1172.7539      0             -1169.9168     -71797.202    
       436   60.587647     -1172.7675      0             -1169.9168     -71519.488    
       437   60.885881     -1172.7815      0             -1169.9168     -71241.422    
       438   61.194378     -1172.796       0             -1169.9168     -70963.005    
       439   61.513042     -1172.811       0             -1169.9168     -70684.241    
       440   61.841757     -1172.8265      0             -1169.9168     -70405.131    
       441   62.180382     -1172.8424      0             -1169.9168     -70125.683    
       442   62.528752     -1172.8588      0             -1169.9168     -69845.899    
       443   62.886675     -1172.8756      0             -1169.9168     -69565.787    
       444   63.253931     -1172.8929      0             -1169.9168     -69285.355    
       445   63.630268     -1172.9106      0             -1169.9168     -69004.618    
       446   64.015406     -1172.9287      0             -1169.9168     -68723.573    
       447   64.409024     -1172.9473      0             -1169.9168     -68442.237    
       448   64.810769     -1172.9662      0             -1169.9168     -68160.614    
       449   65.220244     -1172.9854      0             -1169.9168     -67878.718    
       450   65.637011     -1173.005       0             -1169.9168     -67596.562    
       451   66.060586     -1173.025       0             -1169.9168     -67314.151    
       452   66.490436     -1173.0452      0             -1169.9168     -67031.504    
       453   66.925978     -1173.0657      0             -1169.9168     -66748.625    
       454   67.366576     -1173.0864      0             -1169.9168     -66465.536    
       455   67.811538     -1173.1074      0             -1169.9168     -66182.238    
       456   68.260117     -1173.1285      0             -1169.9168     -65898.749    
       457   68.711506     -1173.1497      0             -1169.9168     -65615.08     
       458   69.164841     -1173.171       0             -1169.9168     -65331.238    
       459   69.619198     -1173.1924      0             -1169.9168     -65047.238    
       460   70.073593     -1173.2138      0             -1169.9168     -64763.086    
       461   70.526984     -1173.2351      0             -1169.9168     -64478.799    
       462   70.978273     -1173.2564      0             -1169.9168     -64194.384    
       463   71.426306     -1173.2775      0             -1169.9168     -63909.846    
       464   71.869874     -1173.2983      0             -1169.9168     -63625.197    
       465   72.307722     -1173.3189      0             -1169.9168     -63340.45     
       466   72.738548     -1173.3392      0             -1169.9168     -63055.612    
       467   73.161009     -1173.3591      0             -1169.9168     -62770.695    
       468   73.573724     -1173.3785      0             -1169.9168     -62485.706    
       469   73.975283     -1173.3974      0             -1169.9168     -62200.652    
       470   74.364252     -1173.4157      0             -1169.9168     -61915.543    
       471   74.739179     -1173.4334      0             -1169.9168     -61630.389    
       472   75.098602     -1173.4503      0             -1169.9168     -61345.202    
       473   75.441056     -1173.4664      0             -1169.9169     -61059.99     
       474   75.765082     -1173.4817      0             -1169.9169     -60774.764    
       475   76.069234     -1173.496       0             -1169.9169     -60489.544    
       476   76.352087     -1173.5093      0             -1169.9169     -60204.338    
       477   76.612247     -1173.5215      0             -1169.9169     -59919.163    
       478   76.848359     -1173.5326      0             -1169.9169     -59634.032    
       479   77.059115     -1173.5426      0             -1169.9169     -59348.967    
       480   77.243263     -1173.5512      0             -1169.9169     -59063.996    
       481   77.399614     -1173.5586      0             -1169.9169     -58779.136    
       482   77.527051     -1173.5646      0             -1169.9169     -58494.418    
       483   77.624538     -1173.5692      0             -1169.9169     -58209.871    
       484   77.691125     -1173.5723      0             -1169.9169     -57925.541    
       485   77.725955     -1173.574       0             -1169.9169     -57641.458    
       486   77.728271     -1173.5741      0             -1169.9169     -57357.673    
       487   77.697422     -1173.5726      0             -1169.9169     -57074.219    
       488   77.632866     -1173.5696      0             -1169.9169     -56791.144    
       489   77.534176     -1173.5649      0             -1169.9169     -56508.498    
       490   77.401042     -1173.5587      0             -1169.9169     -56226.331    
       491   77.233275     -1173.5508      0             -1169.9169     -55944.71     
       492   77.030811     -1173.5413      0             -1169.9169     -55663.693    
       493   76.793706     -1173.5301      0             -1169.9169     -55383.337    
       494   76.522141     -1173.5173      0             -1169.9169     -55103.711    
       495   76.216421     -1173.5029      0             -1169.9169     -54824.886    
       496   75.876972     -1173.487       0             -1169.9169     -54546.924    
       497   75.50434      -1173.4694      0             -1169.9169     -54269.91     
       498   75.099187     -1173.4504      0             -1169.9169     -53993.915    
       499   74.662291     -1173.4298      0             -1169.9169     -53719.016    
       500   74.194535     -1173.4078      0             -1169.9169     -53445.285    
       501   73.69691      -1173.3844      0             -1169.9169     -53172.808    
       502   73.170503     -1173.3596      0             -1169.9169     -52901.676    
       503   72.616496     -1173.3335      0             -1169.9169     -52631.966    
       504   72.036156     -1173.3062      0             -1169.9169     -52363.76     
       505   71.430828     -1173.2777      0             -1169.9169     -52097.136    
       506   70.801931     -1173.2481      0             -1169.9169     -51832.175    
       507   70.150948     -1173.2175      0             -1169.9169     -51568.955    
       508   69.479419     -1173.1859      0             -1169.9169     -51307.556    
       509   68.788933     -1173.1534      0             -1169.9169     -51048.051    
       510   68.081118     -1173.1201      0             -1169.9168     -50790.515    
       511   67.357638     -1173.0861      0             -1169.9168     -50535.023    
       512   66.620179     -1173.0514      0             -1169.9168     -50281.644    
       513   65.870446     -1173.0161      0             -1169.9168     -50030.445    
       514   65.110153     -1172.9803      0             -1169.9168     -49781.485    
       515   64.341016     -1172.9441      0             -1169.9168     -49534.823    
       516   63.564744     -1172.9076      0             -1169.9168     -49290.513    
       517   62.783034     -1172.8708      0             -1169.9168     -49048.602    
       518   61.997564     -1172.8338      0             -1169.9168     -48809.138    
       519   61.209984     -1172.7968      0             -1169.9168     -48572.163    
       520   60.421912     -1172.7597      0             -1169.9168     -48337.72     
       521   59.63493      -1172.7227      0             -1169.9168     -48105.838    
       522   58.850576     -1172.6857      0             -1169.9168     -47876.555    
       523   58.070338     -1172.649       0             -1169.9168     -47649.893    
       524   57.295656     -1172.6126      0             -1169.9168     -47425.873    
       525   56.527909     -1172.5765      0             -1169.9168     -47204.513    
       526   55.768419     -1172.5407      0             -1169.9168     -46985.823    
       527   55.018446     -1172.5054      0             -1169.9168     -46769.818    
       528   54.279185     -1172.4706      0             -1169.9168     -46556.506    
       529   53.551762     -1172.4364      0             -1169.9168     -46345.885    
       530   52.837237     -1172.4028      0             -1169.9168     -46137.947    
       531   52.136597     -1172.3698      0             -1169.9168     -45932.684    
       532   51.450762     -1172.3375      0             -1169.9168     -45730.088    
       533   50.780578     -1172.306       0             -1169.9168     -45530.145    
       534   50.12682      -1172.2753      0             -1169.9168     -45332.833    
       535   49.490193     -1172.2453      0             -1169.9167     -45138.127    
       536   48.871331     -1172.2162      0             -1169.9167     -44946.005    
       537   48.270796     -1172.1879      0             -1169.9167     -44756.435    
       538   47.689083     -1172.1605      0             -1169.9167     -44569.386    
       539   47.126617     -1172.1341      0             -1169.9167     -44384.822    
       540   46.583758     -1172.1085      0             -1169.9167     -44202.702    
       541   46.060798     -1172.0839      0             -1169.9167     -44022.98     
       542   45.557968     -1172.0603      0             -1169.9167     -43845.616    
       543   45.075433     -1172.0376      0             -1169.9167     -43670.558    
       544   44.613299     -1172.0158      0             -1169.9167     -43497.752    
       545   44.171612     -1171.995       0             -1169.9167     -43327.148    
       546   43.750361     -1171.9752      0             -1169.9167     -43158.703    
       547   43.349477     -1171.9564      0             -1169.9167     -42992.36     
       548   42.968841     -1171.9385      0             -1169.9167     -42828.065    
       549   42.608278     -1171.9215      0             -1169.9167     -42665.773    
       550   42.267565     -1171.9055      0             -1169.9167     -42505.426    
       551   41.946428     -1171.8904      0             -1169.9167     -42346.97     
       552   41.644547     -1171.8762      0             -1169.9167     -42190.355    
       553   41.361556     -1171.8628      0             -1169.9167     -42035.527    
       554   41.097044     -1171.8504      0             -1169.9167     -41882.434    
       555   40.850559     -1171.8388      0             -1169.9168     -41731.028    
       556   40.62161      -1171.828       0             -1169.9168     -41581.248    
       557   40.409662     -1171.8181      0             -1169.9168     -41433.047    
       558   40.214147     -1171.8089      0             -1169.9168     -41286.374    
       559   40.034461     -1171.8004      0             -1169.9168     -41141.177    
       560   39.869963     -1171.7927      0             -1169.9168     -40997.396    
       561   39.719984     -1171.7856      0             -1169.9168     -40854.986    
       562   39.583821     -1171.7792      0             -1169.9168     -40713.902    
       563   39.460745     -1171.7734      0             -1169.9168     -40574.1      
       564   39.35         -1171.7682      0             -1169.9168     -40435.539    
       565   39.250805     -1171.7635      0             -1169.9168     -40298.188    
       566   39.16236      -1171.7594      0             -1169.9168     -40162.01     
       567   39.083841     -1171.7557      0             -1169.9168     -40026.971    
       568   39.01441      -1171.7524      0             -1169.9168     -39893.041    
       569   38.953212     -1171.7496      0             -1169.9168     -39760.197    
       570   38.89938      -1171.747       0             -1169.9168     -39628.41     
       571   38.852038     -1171.7448      0             -1169.9168     -39497.661    
       572   38.810302     -1171.7428      0             -1169.9168     -39367.935    
       573   38.773283     -1171.7411      0             -1169.9168     -39239.214    
       574   38.740093     -1171.7395      0             -1169.9168     -39111.485    
       575   38.709843     -1171.7381      0             -1169.9168     -38984.742    
       576   38.68165      -1171.7368      0             -1169.9168     -38858.972    
       577   38.654638     -1171.7355      0             -1169.9168     -38734.171    
       578   38.627942     -1171.7343      0             -1169.9168     -38610.343    
       579   38.600713     -1171.733       0             -1169.9168     -38487.503    
       580   38.572118     -1171.7317      0             -1169.9168     -38365.661    
       581   38.541347     -1171.7302      0             -1169.9168     -38244.831    
       582   38.507615     -1171.7286      0             -1169.9168     -38125.036    
       583   38.470164     -1171.7269      0             -1169.9168     -38006.297    
       584   38.42827      -1171.7249      0             -1169.9168     -37888.646    
       585   38.381244     -1171.7227      0             -1169.9168     -37772.126    
       586   38.328435     -1171.7202      0             -1169.9168     -37656.781    
       587   38.269238     -1171.7174      0             -1169.9168     -37542.655    
       588   38.203091     -1171.7143      0             -1169.9168     -37429.812    
       589   38.129485     -1171.7108      0             -1169.9168     -37318.313    
       590   38.047963     -1171.707       0             -1169.9168     -37208.225    
       591   37.958124     -1171.7028      0             -1169.9168     -37099.619    
       592   37.859628     -1171.6982      0             -1169.9168     -36992.575    
       593   37.752197     -1171.6931      0             -1169.9168     -36887.18     
       594   37.635618     -1171.6876      0             -1169.9168     -36783.524    
       595   37.509746     -1171.6817      0             -1169.9168     -36681.702    
       596   37.374506     -1171.6753      0             -1169.9168     -36581.815    
       597   37.229895     -1171.6685      0             -1169.9168     -36483.964    
       598   37.075983     -1171.6613      0             -1169.9168     -36388.264    
       599   36.912917     -1171.6536      0             -1169.9168     -36294.831    
       600   36.740918     -1171.6455      0             -1169.9168     -36203.789    
       601   36.560283     -1171.637       0             -1169.9168     -36115.263    
       602   36.371387     -1171.6281      0             -1169.9168     -36029.386    
       603   36.174681     -1171.6189      0             -1169.9168     -35946.294    
       604   35.97069      -1171.6093      0             -1169.9168     -35866.126    
       605   35.760015     -1171.5994      0             -1169.9168     -35789.022    
       606   35.543328     -1171.5892      0             -1169.9168     -35715.131    
       607   35.321371     -1171.5787      0             -1169.9168     -35644.597    
       608   35.094956     -1171.5681      0             -1169.9168     -35577.575    
       609   34.864955     -1171.5572      0             -1169.9168     -35514.218    
       610   34.632303     -1171.5463      0             -1169.9168     -35454.681    
       611   34.39799      -1171.5353      0             -1169.9168     -35399.126    
       612   34.163058     -1171.5242      0             -1169.9168     -35347.707    
       613   33.928595     -1171.5132      0             -1169.9168     -35300.582    
       614   33.695729     -1171.5022      0             -1169.9168     -35257.903    
       615   33.465626     -1171.4914      0             -1169.9168     -35219.833    
       616   33.239478     -1171.4807      0             -1169.9168     -35186.525    
       617   33.018502     -1171.4703      0             -1169.9168     -35158.133    
       618   32.803929     -1171.4602      0             -1169.9168     -35134.813    
       619   32.597        -1171.4505      0             -1169.9168     -35116.717    
       620   32.39896      -1171.4412      0             -1169.9168     -35104.001    
       621   32.211049     -1171.4323      0             -1169.9168     -35096.815    
       622   32.034494     -1171.424       0             -1169.9168     -35095.307    
       623   31.870506     -1171.4163      0             -1169.9168     -35099.619    
       624   31.72027      -1171.4092      0             -1169.9168     -35109.89     
       625   31.58494      -1171.4029      0             -1169.9168     -35126.257    
       626   31.465631     -1171.3972      0             -1169.9168     -35148.849    
       627   31.363413     -1171.3924      0             -1169.9168     -35177.79     
       628   31.279308     -1171.3885      0             -1169.9168     -35213.208    
       629   31.214281     -1171.3854      0             -1169.9168     -35255.221    
       630   31.169233     -1171.3833      0             -1169.9168     -35303.945    
       631   31.145001     -1171.3821      0             -1169.9167     -35359.481    
       632   31.142352     -1171.382       0             -1169.9167     -35421.931    
       633   31.161974     -1171.3829      0             -1169.9167     -35491.388    
       634   31.204481     -1171.3849      0             -1169.9167     -35567.937    
       635   31.270401     -1171.388       0             -1169.9167     -35651.65     
       636   31.360179     -1171.3923      0             -1169.9167     -35742.596    
       637   31.474174     -1171.3976      0             -1169.9167     -35840.843    
       638   31.612655     -1171.4041      0             -1169.9167     -35946.44     
       639   31.775799     -1171.4118      0             -1169.9167     -36059.43     
       640   31.963695     -1171.4207      0             -1169.9167     -36179.849    
       641   32.176339     -1171.4307      0             -1169.9167     -36307.73     
       642   32.413634     -1171.4418      0             -1169.9167     -36443.094    
       643   32.675393     -1171.4541      0             -1169.9167     -36585.972    
       644   32.961339     -1171.4676      0             -1169.9167     -36736.363    
       645   33.271104     -1171.4822      0             -1169.9167     -36894.265    
       646   33.604234     -1171.4978      0             -1169.9167     -37059.673    
       647   33.960189     -1171.5146      0             -1169.9167     -37232.57     
       648   34.338346     -1171.5324      0             -1169.9167     -37412.923    
       649   34.738005     -1171.5512      0             -1169.9168     -37600.696    
       650   35.158385     -1171.571       0             -1169.9168     -37795.841    
       651   35.598637     -1171.5917      0             -1169.9168     -37998.307    
       652   36.057839     -1171.6133      0             -1169.9168     -38208.031    
       653   36.535008     -1171.6358      0             -1169.9168     -38424.943    
       654   37.029098     -1171.659       0             -1169.9168     -38648.97     
       655   37.539009     -1171.683       0             -1169.9168     -38880.027    
       656   38.063593     -1171.7077      0             -1169.9168     -39118.019    
       657   38.601655     -1171.733       0             -1169.9168     -39362.85     
       658   39.151962     -1171.7589      0             -1169.9168     -39614.413    
       659   39.713248     -1171.7853      0             -1169.9168     -39872.6      
       660   40.284221     -1171.8122      0             -1169.9168     -40137.295    
       661   40.863567     -1171.8394      0             -1169.9168     -40408.37     
       662   41.449958     -1171.867       0             -1169.9168     -40685.701    
       663   42.04206      -1171.8949      0             -1169.9168     -40969.163    
       664   42.638534     -1171.923       0             -1169.9168     -41258.638    
       665   43.238048     -1171.9512      0             -1169.9168     -41553.996    
       666   43.839281     -1171.9795      0             -1169.9168     -41855.105    
       667   44.440927     -1172.0078      0             -1169.9168     -42161.823    
       668   45.041709     -1172.0361      0             -1169.9168     -42474.01     
       669   45.640378     -1172.0642      0             -1169.9168     -42791.52     
       670   46.235721     -1172.0922      0             -1169.9168     -43114.205    
       671   46.826568     -1172.12        0             -1169.9168     -43441.921    
       672   47.411798     -1172.1476      0             -1169.9168     -43774.511    
       673   47.990342     -1172.1748      0             -1169.9168     -44111.832    
       674   48.561188     -1172.2017      0             -1169.9168     -44453.732    
       675   49.123388     -1172.2281      0             -1169.9168     -44800.067    
       676   49.676059     -1172.2541      0             -1169.9168     -45150.686    
       677   50.218385     -1172.2796      0             -1169.9168     -45505.448    
       678   50.749626     -1172.3046      0             -1169.9168     -45864.208    
       679   51.269115     -1172.3291      0             -1169.9168     -46226.819    
       680   51.77626      -1172.353       0             -1169.9168     -46593.152    
       681   52.270548     -1172.3762      0             -1169.9168     -46963.067    
       682   52.751545     -1172.3988      0             -1169.9168     -47336.428    
       683   53.218892     -1172.4208      0             -1169.9168     -47713.106    
       684   53.672311     -1172.4422      0             -1169.9168     -48092.975    
       685   54.1116       -1172.4628      0             -1169.9168     -48475.905    
       686   54.536631     -1172.4828      0             -1169.9168     -48861.776    
       687   54.947352     -1172.5022      0             -1169.9168     -49250.467    
       688   55.343778     -1172.5208      0             -1169.9168     -49641.864    
       689   55.725996     -1172.5388      0             -1169.9168     -50035.849    
       690   56.094156     -1172.5561      0             -1169.9168     -50432.31     
       691   56.448468     -1172.5728      0             -1169.9168     -50831.136    
       692   56.7892       -1172.5888      0             -1169.9168     -51232.224    
       693   57.116673     -1172.6042      0             -1169.9168     -51635.462    
       694   57.431257     -1172.619       0             -1169.9168     -52040.758    
       695   57.733362     -1172.6332      0             -1169.9168     -52448.055    
       696   58.023435     -1172.6469      0             -1169.9168     -52857.281    
       697   58.301955     -1172.66        0             -1169.9168     -53268.335    
       698   58.569432     -1172.6726      0             -1169.9168     -53681.12     
       699   58.8264       -1172.6847      0             -1169.9168     -54095.535    
       700   59.073415     -1172.6963      0             -1169.9168     -54511.491    
       701   59.311045     -1172.7074      0             -1169.9168     -54928.906    
       702   59.53987      -1172.7182      0             -1169.9168     -55347.68     
       703   59.760479     -1172.7286      0             -1169.9168     -55767.716    
       704   59.973464     -1172.7386      0             -1169.9168     -56188.916    
       705   60.179417     -1172.7483      0             -1169.9168     -56611.177    
       706   60.378929     -1172.7577      0             -1169.9168     -57034.403    
       707   60.572584     -1172.7668      0             -1169.9168     -57458.5      
       708   60.760956     -1172.7757      0             -1169.9168     -57883.369    
       709   60.94461      -1172.7843      0             -1169.9168     -58308.911    
       710   61.124096     -1172.7927      0             -1169.9168     -58735.026    
       711   61.299947     -1172.801       0             -1169.9168     -59161.616    
       712   61.472682     -1172.8091      0             -1169.9168     -59588.576    
       713   61.642797     -1172.8171      0             -1169.9168     -60015.821    
       714   61.810772     -1172.825       0             -1169.9168     -60443.251    
       715   61.977063     -1172.8329      0             -1169.9168     -60870.768    
       716   62.142109     -1172.8406      0             -1169.9168     -61298.267    
       717   62.306326     -1172.8484      0             -1169.9168     -61725.652    
       718   62.470108     -1172.8561      0             -1169.9168     -62152.835    
       719   62.63383      -1172.8638      0             -1169.9168     -62579.717    
       720   62.797847     -1172.8715      0             -1169.9168     -63006.208    
       721   62.962493     -1172.8792      0             -1169.9168     -63432.206    
       722   63.128085     -1172.887       0             -1169.9168     -63857.621    
       723   63.294923     -1172.8949      0             -1169.9168     -64282.369    
       724   63.46329      -1172.9028      0             -1169.9168     -64706.36     
       725   63.633453     -1172.9108      0             -1169.9168     -65129.502    
       726   63.805669     -1172.9189      0             -1169.9168     -65551.713    
       727   63.980179     -1172.9271      0             -1169.9168     -65972.906    
       728   64.157216     -1172.9354      0             -1169.9168     -66393.002    
       729   64.337003     -1172.9439      0             -1169.9168     -66811.913    
       730   64.519755     -1172.9525      0             -1169.9168     -67229.565    
       731   64.705678     -1172.9612      0             -1169.9168     -67645.883    
       732   64.894975     -1172.9701      0             -1169.9168     -68060.786    
       733   65.087842     -1172.9792      0             -1169.9168     -68474.206    
       734   65.284469     -1172.9885      0             -1169.9168     -68886.071    
       735   65.485044     -1172.9979      0             -1169.9168     -69296.309    
       736   65.689751     -1173.0075      0             -1169.9168     -69704.852    
       737   65.898768     -1173.0174      0             -1169.9168     -70111.635    
       738   66.11227      -1173.0274      0             -1169.9168     -70516.599    
       739   66.330428     -1173.0377      0             -1169.9168     -70919.684    
       740   66.553405     -1173.0482      0             -1169.9168     -71320.825    
       741   66.78136      -1173.0589      0             -1169.9168     -71719.965    
       742   67.01444      -1173.0698      0             -1169.9168     -72117.054    
       743   67.252786     -1173.0811      0             -1169.9168     -72512.041    
       744   67.496525     -1173.0925      0             -1169.9168     -72904.87     
       745   67.745768     -1173.1043      0             -1169.9168     -73295.5      
       746   68.000614     -1173.1162      0             -1169.9168     -73683.881    
       747   68.26114      -1173.1285      0             -1169.9168     -74069.968    
       748   68.527399     -1173.141       0             -1169.9168     -74453.716    
       749   68.799422     -1173.1538      0             -1169.9168     -74835.087    
       750   69.07721      -1173.1669      0             -1169.9168     -75214.04     
       751   69.360733     -1173.1802      0             -1169.9168     -75590.532    
       752   69.649927     -1173.1938      0             -1169.9168     -75964.524    
       753   69.944688     -1173.2077      0             -1169.9168     -76335.981    
       754   70.244871     -1173.2218      0             -1169.9168     -76704.863    
       755   70.550288     -1173.2362      0             -1169.9168     -77071.134    
       756   70.860701     -1173.2508      0             -1169.9168     -77434.76     
       757   71.175824     -1173.2656      0             -1169.9168     -77795.706    
       758   71.495316     -1173.2807      0             -1169.9168     -78153.942    
       759   71.818785     -1173.2959      0             -1169.9168     -78509.43     
       760   72.145777     -1173.3113      0             -1169.9168     -78862.141    
       761   72.475783     -1173.3268      0             -1169.9168     -79212.045    
       762   72.808233     -1173.3425      0             -1169.9168     -79559.114    
       763   73.142495     -1173.3582      0             -1169.9168     -79903.317    
       764   73.477877     -1173.374       0             -1169.9168     -80244.626    
       765   73.813626     -1173.3898      0             -1169.9168     -80583.015    
       766   74.148928     -1173.4055      0             -1169.9168     -80918.458    
       767   74.482908     -1173.4213      0             -1169.9168     -81250.924    
       768   74.814635     -1173.4369      0             -1169.9168     -81580.393    
       769   75.14312      -1173.4523      0             -1169.9168     -81906.832    
       770   75.467321     -1173.4676      0             -1169.9168     -82230.221    
       771   75.786145     -1173.4826      0             -1169.9168     -82550.542    
       772   76.098452     -1173.4973      0             -1169.9168     -82867.77     
       773   76.403058     -1173.5116      0             -1169.9168     -83181.881    
       774   76.69874      -1173.5255      0             -1169.9168     -83492.852    
       775   76.984241     -1173.539       0             -1169.9168     -83800.667    
       776   77.258275     -1173.5519      0             -1169.9168     -84105.306    
       777   77.519531     -1173.5642      0             -1169.9168     -84406.753    
       778   77.766682     -1173.5758      0             -1169.9168     -84704.996    
       779   77.998387     -1173.5867      0             -1169.9168     -85000.021    
       780   78.2133       -1173.5968      0             -1169.9168     -85291.806    
       781   78.410077     -1173.6061      0             -1169.9168     -85580.346    
       782   78.587379     -1173.6144      0             -1169.9169     -85865.628    
       783   78.743883     -1173.6218      0             -1169.9169     -86147.639    
       784   78.878284     -1173.6281      0             -1169.9169     -86426.366    
       785   78.989308     -1173.6334      0             -1169.9169     -86701.813    
       786   79.07571      -1173.6374      0             -1169.9169     -86973.971    
       787   79.136289     -1173.6403      0             -1169.9169     -87242.835    
       788   79.169889     -1173.6419      0             -1169.9169     -87508.411    
       789   79.175406     -1173.6421      0             -1169.9169     -87770.7      
       790   79.151796     -1173.641       0             -1169.9169     -88029.701    
       791   79.098078     -1173.6385      0             -1169.9169     -88285.422    
       792   79.013343     -1173.6345      0             -1169.9169     -88537.874    
       793   78.896752     -1173.629       0             -1169.9169     -88787.07     
       794   78.747548     -1173.622       0             -1169.9169     -89033.028    
       795   78.565056     -1173.6134      0             -1169.9169     -89275.765    
       796   78.34869      -1173.6033      0             -1169.9169     -89515.31     
       797   78.097952     -1173.5915      0             -1169.9169     -89751.675    
       798   77.812438     -1173.578       0             -1169.9169     -89984.904    
       799   77.491842     -1173.5629      0             -1169.9169     -90215.025    
       800   77.135953     -1173.5462      0             -1169.9169     -90442.069    
       801   76.744663     -1173.5278      0             -1169.9169     -90666.092    
       802   76.317964     -1173.5077      0             -1169.9169     -90887.138    
